seqname,source,feature,start,end,score,strand,frame,ID,Name,gbkey,gene,gene_biotype,locus_tag,old_locus_tag
NC_008463.1,RefSeq,gene,1178118,1178777,.,-,.,gene-PA14_RS05525,narL,Gene,narL,protein_coding,PA14_RS05525,PA14_13730
NC_008463.1,RefSeq,gene,1178774,1180642,.,-,.,gene-PA14_RS05530,narX,Gene,narX,protein_coding,PA14_RS05530,PA14_13740
NC_008463.1,RefSeq,gene,1180817,1182112,.,+,.,gene-PA14_RS05535,PA14_RS05535,Gene,NA,protein_coding,PA14_RS05535,PA14_13750
NC_008463.1,RefSeq,gene,1182125,1183531,.,+,.,gene-PA14_RS05540,narK2,Gene,narK2,protein_coding,PA14_RS05540,PA14_13770
NC_008463.1,RefSeq,gene,1183607,1187392,.,+,.,gene-PA14_RS05545,PA14_RS05545,Gene,NA,protein_coding,PA14_RS05545,PA14_13780
NC_008463.1,RefSeq,gene,1187404,1188945,.,+,.,gene-PA14_RS05550,narH,Gene,narH,protein_coding,PA14_RS05550,PA14_13800
NC_008463.1,RefSeq,gene,1188951,1189691,.,+,.,gene-PA14_RS05555,narJ,Gene,narJ,protein_coding,PA14_RS05555,PA14_13810
NC_008463.1,RefSeq,gene,1189694,1190377,.,+,.,gene-PA14_RS05560,narI,Gene,narI,protein_coding,PA14_RS05560,PA14_13830
NC_008463.1,RefSeq,gene,1190432,1191250,.,+,.,gene-PA14_RS05565,PA14_RS05565,Gene,NA,protein_coding,PA14_RS05565,PA14_13840
NC_008463.1,RefSeq,gene,1191307,1192296,.,+,.,gene-PA14_RS05570,moaA,Gene,moaA,protein_coding,PA14_RS05570,PA14_13850
NC_008463.1,RefSeq,pseudogene,1192653,1193180,.,-,.,gene-PA14_RS05580,PA14_RS05580,Gene,NA,pseudogene,PA14_RS05580,PA14_13870
NC_008463.1,RefSeq,pseudogene,1193191,1194752,.,-,.,gene-PA14_RS05585,PA14_RS05585,Gene,NA,pseudogene,PA14_RS05585,PA14_13890
NC_008463.1,RefSeq,pseudogene,1194757,1195331,.,-,.,gene-PA14_RS05590,PA14_RS05590,Gene,NA,pseudogene,PA14_RS05590,PA14_13900
NC_008463.1,RefSeq,gene,1197924,1198262,.,+,.,gene-PA14_RS30135,PA14_RS30135,Gene,NA,protein_coding,PA14_RS30135,PA14_13950
NC_008463.1,RefSeq,gene,1199242,1200033,.,+,.,gene-PA14_RS05600,PA14_RS05600,Gene,NA,protein_coding,PA14_RS05600,PA14_13990
NC_008463.1,RefSeq,gene,1200057,1200689,.,-,.,gene-PA14_RS05605,dauR,Gene,dauR,protein_coding,PA14_RS05605,PA14_14000
NC_008463.1,RefSeq,gene,1200752,1201879,.,-,.,gene-PA14_RS05610,dauA,Gene,dauA,protein_coding,PA14_RS05610,PA14_14010
NC_008463.1,RefSeq,gene,1201902,1202849,.,-,.,gene-PA14_RS05615,dauB,Gene,dauB,protein_coding,PA14_RS05615,PA14_14020
NC_008463.1,RefSeq,gene,1203010,1204533,.,-,.,gene-PA14_RS05620,rhlB,Gene,rhlB,protein_coding,PA14_RS05620,PA14_14040
NC_008463.1,RefSeq,gene,1204817,1206715,.,+,.,gene-PA14_RS05625,PA14_RS05625,Gene,NA,protein_coding,PA14_RS05625,PA14_14060
NC_008463.1,RefSeq,gene,1206731,1207378,.,-,.,gene-PA14_RS05630,PA14_RS05630,Gene,NA,protein_coding,PA14_RS05630,PA14_14080
NC_008463.1,RefSeq,gene,1207659,1208684,.,+,.,gene-PA14_RS05635,PA14_RS05635,Gene,NA,protein_coding,PA14_RS05635,PA14_14100
NC_008463.1,RefSeq,gene,1208798,1209514,.,+,.,gene-PA14_RS05640,PA14_RS05640,Gene,NA,protein_coding,PA14_RS05640,PA14_14110
NC_008463.1,RefSeq,gene,1209585,1210067,.,+,.,gene-PA14_RS05645,PA14_RS05645,Gene,NA,protein_coding,PA14_RS05645,PA14_14130
NC_008463.1,RefSeq,gene,1210134,1210835,.,+,.,gene-PA14_RS05650,PA14_RS05650,Gene,NA,protein_coding,PA14_RS05650,PA14_14140
NC_008463.1,RefSeq,gene,1210828,1211142,.,+,.,gene-PA14_RS05655,PA14_RS05655,Gene,NA,protein_coding,PA14_RS05655,PA14_14150
NC_008463.1,RefSeq,gene,1211171,1211860,.,+,.,gene-PA14_RS05660,PA14_RS05660,Gene,NA,protein_coding,PA14_RS05660,PA14_14160
NC_008463.1,RefSeq,gene,1211981,1212916,.,+,.,gene-PA14_RS05665,PA14_RS05665,Gene,NA,protein_coding,PA14_RS05665,PA14_14170
NC_008463.1,RefSeq,gene,1212920,1213672,.,+,.,gene-PA14_RS05670,PA14_RS05670,Gene,NA,protein_coding,PA14_RS05670,PA14_14200
NC_008463.1,RefSeq,gene,1213761,1214672,.,+,.,gene-PA14_RS05675,PA14_RS05675,Gene,NA,protein_coding,PA14_RS05675,PA14_14210
NC_008463.1,RefSeq,gene,1214715,1215719,.,-,.,gene-PA14_RS05680,yejK,Gene,yejK,protein_coding,PA14_RS05680,PA14_14220
NC_008463.1,RefSeq,gene,1215812,1217167,.,-,.,gene-PA14_RS05685,PA14_RS05685,Gene,NA,protein_coding,PA14_RS05685,PA14_14230
NC_008463.1,RefSeq,gene,1217241,1217711,.,-,.,gene-PA14_RS05690,PA14_RS05690,Gene,NA,protein_coding,PA14_RS05690,PA14_14250
NC_008463.1,RefSeq,gene,1217815,1218357,.,+,.,gene-PA14_RS05695,PA14_RS05695,Gene,NA,protein_coding,PA14_RS05695,PA14_14270
NC_008463.1,RefSeq,gene,1218347,1219243,.,-,.,gene-PA14_RS05700,PA14_RS05700,Gene,NA,protein_coding,PA14_RS05700,PA14_14280
NC_008463.1,RefSeq,gene,1219367,1219978,.,+,.,gene-PA14_RS05705,PA14_RS05705,Gene,NA,protein_coding,PA14_RS05705,PA14_14290
NC_008463.1,RefSeq,gene,1220135,1221127,.,-,.,gene-PA14_RS05710,PA14_RS05710,Gene,NA,protein_coding,PA14_RS05710,PA14_14300
NC_008463.1,RefSeq,gene,1221193,1221495,.,-,.,gene-PA14_RS05715,PA14_RS05715,Gene,NA,protein_coding,PA14_RS05715,PA14_14310
NC_008463.1,RefSeq,gene,1221697,1222182,.,+,.,gene-PA14_RS05720,PA14_RS05720,Gene,NA,protein_coding,PA14_RS05720,PA14_14320
NC_008463.1,RefSeq,gene,1222474,1222824,.,-,.,gene-PA14_RS05730,PA14_RS05730,Gene,NA,protein_coding,PA14_RS05730,PA14_14330
NC_008463.1,RefSeq,gene,1223012,1224022,.,-,.,gene-PA14_RS05735,rlmF,Gene,rlmF,protein_coding,PA14_RS05735,PA14_14340
NC_008463.1,RefSeq,gene,1224114,1225946,.,-,.,gene-PA14_RS05740,PA14_RS05740,Gene,NA,protein_coding,PA14_RS05740,PA14_14360
NC_008463.1,RefSeq,gene,1226065,1226859,.,-,.,gene-PA14_RS05745,PA14_RS05745,Gene,NA,protein_coding,PA14_RS05745,PA14_14370
NC_008463.1,RefSeq,gene,1226862,1227752,.,-,.,gene-PA14_RS05750,PA14_RS05750,Gene,NA,protein_coding,PA14_RS05750,PA14_14380
NC_008463.1,RefSeq,gene,1227836,1228813,.,-,.,gene-PA14_RS05755,PA14_RS05755,Gene,NA,protein_coding,PA14_RS05755,PA14_14390
NC_008463.1,RefSeq,gene,1229220,1229642,.,+,.,gene-PA14_RS05760,PA14_RS05760,Gene,NA,protein_coding,PA14_RS05760,PA14_14420
NC_008463.1,RefSeq,gene,1231231,1231584,.,+,.,gene-PA14_RS05765,PA14_RS05765,Gene,NA,protein_coding,PA14_RS05765,PA14_14430
NC_008463.1,RefSeq,gene,1231581,1234433,.,-,.,gene-PA14_RS05770,PA14_RS05770,Gene,NA,protein_coding,PA14_RS05770,PA14_14440
NC_008463.1,RefSeq,gene,1234554,1234922,.,-,.,gene-PA14_RS05775,PA14_RS05775,Gene,NA,protein_coding,PA14_RS05775,PA14_14450
NC_008463.1,RefSeq,gene,1234934,1235362,.,-,.,gene-PA14_RS05780,holC,Gene,holC,protein_coding,PA14_RS05780,PA14_14460
NC_008463.1,RefSeq,gene,1235359,1236846,.,-,.,gene-PA14_RS05785,PA14_RS05785,Gene,NA,protein_coding,PA14_RS05785,PA14_14470
NC_008463.1,RefSeq,gene,1237183,1237995,.,+,.,gene-PA14_RS05790,PA14_RS05790,Gene,NA,protein_coding,PA14_RS05790,PA14_14480
NC_008463.1,RefSeq,gene,1238079,1239002,.,+,.,gene-PA14_RS05795,PA14_RS05795,Gene,NA,protein_coding,PA14_RS05795,PA14_14490
NC_008463.1,RefSeq,gene,1239195,1240313,.,+,.,gene-PA14_RS05800,lptF,Gene,lptF,protein_coding,PA14_RS05800,PA14_14500
NC_008463.1,RefSeq,gene,1240306,1241373,.,+,.,gene-PA14_RS05805,lptG,Gene,lptG,protein_coding,PA14_RS05805,PA14_14510
NC_008463.1,RefSeq,gene,1241505,1242002,.,-,.,gene-PA14_RS05810,PA14_RS05810,Gene,NA,protein_coding,PA14_RS05810,PA14_14520
NC_008463.1,RefSeq,gene,1242132,1243703,.,+,.,gene-PA14_RS05815,PA14_RS05815,Gene,NA,protein_coding,PA14_RS05815,PA14_14530
NC_008463.1,RefSeq,gene,1243940,1244128,.,+,.,gene-PA14_RS30145,PA14_RS30145,Gene,NA,protein_coding,PA14_RS30145,PA14_14540
NC_008463.1,RefSeq,gene,1244133,1244495,.,+,.,gene-PA14_RS30150,PA14_RS30150,Gene,NA,protein_coding,PA14_RS30150,PA14_14550
NC_008463.1,RefSeq,gene,1244740,1244826,.,-,.,gene-PA14_RS05820,PA14_RS05820,Gene,NA,tRNA,PA14_RS05820,PA14_14570
NC_008463.1,RefSeq,gene,1244929,1245972,.,+,.,gene-PA14_RS05825,queA,Gene,queA,protein_coding,PA14_RS05825,PA14_14590
NC_008463.1,RefSeq,gene,1245985,1247103,.,+,.,gene-PA14_RS05830,tgt,Gene,tgt,protein_coding,PA14_RS05830,PA14_14600
NC_008463.1,RefSeq,gene,1247147,1247485,.,+,.,gene-PA14_RS05835,yajC,Gene,yajC,protein_coding,PA14_RS05835,PA14_14610
NC_008463.1,RefSeq,gene,1247545,1249407,.,+,.,gene-PA14_RS05840,secD,Gene,secD,protein_coding,PA14_RS05840,PA14_14630
NC_008463.1,RefSeq,gene,1249418,1250338,.,+,.,gene-PA14_RS05845,secF,Gene,secF,protein_coding,PA14_RS05845,PA14_14650
NC_008463.1,RefSeq,gene,1250522,1251070,.,+,.,gene-PA14_RS05850,PA14_RS05850,Gene,NA,protein_coding,PA14_RS05850,PA14_14660
NC_008463.1,RefSeq,gene,1251175,1251990,.,-,.,gene-PA14_RS05855,suhB,Gene,suhB,protein_coding,PA14_RS05855,PA14_14680
NC_008463.1,RefSeq,gene,1252142,1252915,.,+,.,gene-PA14_RS05860,trmJ,Gene,trmJ,protein_coding,PA14_RS05860,PA14_14690
NC_008463.1,RefSeq,gene,1252915,1253691,.,+,.,gene-PA14_RS05865,cysE,Gene,cysE,protein_coding,PA14_RS05865,PA14_14700
NC_008463.1,RefSeq,gene,1253836,1254327,.,+,.,gene-PA14_RS05870,iscR,Gene,iscR,protein_coding,PA14_RS05870,PA14_14710
NC_008463.1,RefSeq,gene,1254357,1255571,.,+,.,gene-PA14_RS05875,PA14_RS05875,Gene,NA,protein_coding,PA14_RS05875,PA14_14730
NC_008463.1,RefSeq,gene,1255607,1255993,.,+,.,gene-PA14_RS05880,iscU,Gene,iscU,protein_coding,PA14_RS05880,PA14_14740
NC_008463.1,RefSeq,gene,1256021,1256344,.,+,.,gene-PA14_RS05885,iscA,Gene,iscA,protein_coding,PA14_RS05885,PA14_14750
NC_008463.1,RefSeq,gene,1256352,1256873,.,+,.,gene-PA14_RS05890,hscB,Gene,hscB,protein_coding,PA14_RS05890,PA14_14770
NC_008463.1,RefSeq,gene,1256916,1258775,.,+,.,gene-PA14_RS05895,hscA,Gene,hscA,protein_coding,PA14_RS05895,PA14_14780
NC_008463.1,RefSeq,gene,1258782,1259120,.,+,.,gene-PA14_RS05900,fdx,Gene,fdx,protein_coding,PA14_RS05900,PA14_14800
NC_008463.1,RefSeq,gene,1259146,1259346,.,+,.,gene-PA14_RS05905,iscX,Gene,iscX,protein_coding,PA14_RS05905,PA14_14810
NC_008463.1,RefSeq,gene,1259590,1260021,.,+,.,gene-PA14_RS05910,ndk,Gene,ndk,protein_coding,PA14_RS05910,PA14_14820
NC_008463.1,RefSeq,gene,1260046,1261185,.,+,.,gene-PA14_RS05915,rlmN,Gene,rlmN,protein_coding,PA14_RS05915,PA14_14830
NC_008463.1,RefSeq,gene,1261203,1261961,.,+,.,gene-PA14_RS05920,pilF,Gene,pilF,protein_coding,PA14_RS05920,PA14_14850
NC_008463.1,RefSeq,gene,1261958,1263001,.,+,.,gene-PA14_RS05925,PA14_RS05925,Gene,NA,protein_coding,PA14_RS05925,PA14_14860
NC_008463.1,RefSeq,gene,1262998,1264113,.,+,.,gene-PA14_RS05930,ispG,Gene,ispG,protein_coding,PA14_RS05930,PA14_14880
NC_008463.1,RefSeq,gene,1264132,1265421,.,+,.,gene-PA14_RS05935,hisS,Gene,hisS,protein_coding,PA14_RS05935,PA14_14890
NC_008463.1,RefSeq,gene,1265448,1266092,.,+,.,gene-PA14_RS05940,PA14_RS05940,Gene,NA,protein_coding,PA14_RS05940,PA14_14900
NC_008463.1,RefSeq,gene,1266094,1267236,.,+,.,gene-PA14_RS05945,bamB,Gene,bamB,protein_coding,PA14_RS05945,PA14_14910
NC_008463.1,RefSeq,gene,1267314,1268795,.,+,.,gene-PA14_RS05950,der,Gene,der,protein_coding,PA14_RS05950,PA14_14930
NC_008463.1,RefSeq,gene,1269092,1270240,.,+,.,gene-PA14_RS05955,PA14_RS05955,Gene,NA,protein_coding,PA14_RS05955,PA14_14940
NC_008463.1,RefSeq,gene,1270228,1271022,.,+,.,gene-PA14_RS05960,PA14_RS05960,Gene,NA,protein_coding,PA14_RS05960,PA14_14960
NC_008463.1,RefSeq,gene,1271156,1271743,.,+,.,gene-PA14_RS05965,PA14_RS05965,Gene,NA,protein_coding,PA14_RS05965,PA14_14975
NC_008463.1,RefSeq,gene,1271832,1272782,.,-,.,gene-PA14_RS05970,PA14_RS05970,Gene,NA,protein_coding,PA14_RS05970,PA14_14990
NC_008463.1,RefSeq,gene,1272963,1273418,.,+,.,gene-PA14_RS05975,PA14_RS05975,Gene,NA,protein_coding,PA14_RS05975,PA14_15000
NC_008463.1,RefSeq,gene,1273472,1273804,.,+,.,gene-PA14_RS05980,PA14_RS05980,Gene,NA,protein_coding,PA14_RS05980,PA14_15020
NC_008463.1,RefSeq,gene,1273874,1275544,.,-,.,gene-PA14_RS05985,leuA,Gene,leuA,protein_coding,PA14_RS05985,PA14_15030
NC_008463.1,RefSeq,gene,1276025,1276486,.,+,.,gene-PA14_RS05990,PA14_RS05990,Gene,NA,protein_coding,PA14_RS05990,PA14_15050
NC_008463.1,RefSeq,gene,1276607,1278778,.,+,.,gene-PA14_RS05995,PA14_RS05995,Gene,NA,protein_coding,PA14_RS05995,PA14_15070
NC_008463.1,RefSeq,gene,1278843,1280258,.,+,.,gene-PA14_RS06000,PA14_RS06000,Gene,NA,protein_coding,PA14_RS06000,PA14_15080
NC_008463.1,RefSeq,gene,1280276,1280671,.,-,.,gene-PA14_RS06005,PA14_RS06005,Gene,NA,protein_coding,PA14_RS06005,PA14_15090
NC_008463.1,RefSeq,gene,1280758,1281606,.,-,.,gene-PA14_RS06010,PA14_RS06010,Gene,NA,protein_coding,PA14_RS06010,PA14_15100
NC_008463.1,RefSeq,gene,1281778,1282167,.,+,.,gene-PA14_RS06015,PA14_RS06015,Gene,NA,protein_coding,PA14_RS06015,PA14_15110
NC_008463.1,RefSeq,gene,1282296,1282772,.,+,.,gene-PA14_RS06020,PA14_RS06020,Gene,NA,protein_coding,PA14_RS06020,PA14_15120
NC_008463.1,RefSeq,gene,1282829,1283401,.,+,.,gene-PA14_RS06025,PA14_RS06025,Gene,NA,protein_coding,PA14_RS06025,PA14_15130
NC_008463.1,RefSeq,gene,1283436,1284065,.,-,.,gene-PA14_RS06030,PA14_RS06030,Gene,NA,protein_coding,PA14_RS06030,PA14_15140
NC_008463.1,RefSeq,gene,1284186,1285139,.,+,.,gene-PA14_RS06035,PA14_RS06035,Gene,NA,protein_coding,PA14_RS06035,PA14_15150
NC_008463.1,RefSeq,gene,1285136,1285897,.,-,.,gene-PA14_RS06040,PA14_RS06040,Gene,NA,protein_coding,PA14_RS06040,PA14_15160
NC_008463.1,RefSeq,gene,1285902,1287182,.,-,.,gene-PA14_RS06045,PA14_RS06045,Gene,NA,protein_coding,PA14_RS06045,PA14_15180
NC_008463.1,RefSeq,gene,1287179,1287673,.,-,.,gene-PA14_RS06050,PA14_RS06050,Gene,NA,protein_coding,PA14_RS06050,PA14_15190
NC_008463.1,RefSeq,gene,1287746,1288786,.,-,.,gene-PA14_RS06055,dctP,Gene,dctP,protein_coding,PA14_RS06055,PA14_15200
NC_008463.1,RefSeq,gene,1288938,1289873,.,-,.,gene-PA14_RS06060,PA14_RS06060,Gene,NA,protein_coding,PA14_RS06060,PA14_15210
NC_008463.1,RefSeq,gene,1289880,1291259,.,-,.,gene-PA14_RS06065,xseA,Gene,xseA,protein_coding,PA14_RS06065,PA14_15230
NC_008463.1,RefSeq,gene,1291296,1292204,.,-,.,gene-PA14_RS06070,PA14_RS06070,Gene,NA,protein_coding,PA14_RS06070,PA14_15240
NC_008463.1,RefSeq,gene,1292312,1293094,.,+,.,gene-PA14_RS06075,PA14_RS06075,Gene,NA,protein_coding,PA14_RS06075,PA14_15250
NC_008463.1,RefSeq,gene,1293079,1294221,.,-,.,gene-PA14_RS06080,PA14_RS06080,Gene,NA,protein_coding,PA14_RS06080,PA14_15260
NC_008463.1,RefSeq,gene,1294251,1295408,.,-,.,gene-PA14_RS06085,PA14_RS06085,Gene,NA,protein_coding,PA14_RS06085,PA14_15270
NC_008463.1,RefSeq,gene,1295421,1296317,.,-,.,gene-PA14_RS06090,PA14_RS06090,Gene,NA,protein_coding,PA14_RS06090,PA14_15280
NC_008463.1,RefSeq,gene,1296452,1297429,.,-,.,gene-PA14_RS06095,PA14_RS06095,Gene,NA,protein_coding,PA14_RS06095,PA14_15290
NC_008463.1,RefSeq,gene,1297693,1299162,.,+,.,gene-PA14_RS06100,guaB,Gene,guaB,protein_coding,PA14_RS06100,PA14_15310
NC_008463.1,RefSeq,gene,1299242,1300819,.,+,.,gene-PA14_RS06105,guaA,Gene,guaA,protein_coding,PA14_RS06105,PA14_15340
NC_008463.1,RefSeq,gene,1301126,1302328,.,+,.,gene-PA14_RS06110,PA14_RS06110,Gene,NA,protein_coding,PA14_RS06110,PA14_15350
NC_008463.1,RefSeq,gene,1302743,1303723,.,-,.,gene-PA14_RS06120,PA14_RS06120,Gene,NA,protein_coding,PA14_RS06120,PA14_15360
NC_008463.1,RefSeq,gene,1304052,1304930,.,+,.,gene-PA14_RS06130,PA14_RS06130,Gene,NA,protein_coding,PA14_RS06130,PA14_15380
NC_008463.1,RefSeq,gene,1304902,1305789,.,+,.,gene-PA14_RS06135,repC,Gene,repC,protein_coding,PA14_RS06135,PA14_15400
NC_008463.1,RefSeq,pseudogene,1306031,1306270,.,-,.,gene-PA14_RS06140,PA14_RS06140,Gene,NA,pseudogene,PA14_RS06140,PA14_15410
NC_008463.1,RefSeq,gene,1306243,1306407,.,-,.,gene-PA14_RS06145,PA14_RS06145,Gene,NA,protein_coding,PA14_RS06145,PA14_15420
NC_008463.1,RefSeq,gene,1306410,1306970,.,-,.,gene-PA14_RS06150,PA14_RS06150,Gene,NA,protein_coding,PA14_RS06150,PA14_15430
NC_008463.1,RefSeq,gene,1307101,1308090,.,-,.,gene-PA14_RS06155,PA14_RS06155,Gene,NA,protein_coding,PA14_RS06155,PA14_15435
NC_008463.1,RefSeq,gene,1308087,1308323,.,-,.,gene-PA14_RS06160,merE,Gene,merE,protein_coding,PA14_RS06160,PA14_15445
NC_008463.1,RefSeq,gene,1308320,1308685,.,-,.,gene-PA14_RS06165,merD,Gene,merD,protein_coding,PA14_RS06165,PA14_15450
NC_008463.1,RefSeq,gene,1308703,1310388,.,-,.,gene-PA14_RS06170,merA,Gene,merA,protein_coding,PA14_RS06170,PA14_15460
NC_008463.1,RefSeq,gene,1310460,1310735,.,-,.,gene-PA14_RS06175,merP,Gene,merP,protein_coding,PA14_RS06175,PA14_15470
NC_008463.1,RefSeq,gene,1310748,1311098,.,-,.,gene-PA14_RS06180,merT,Gene,merT,protein_coding,PA14_RS06180,PA14_15475
NC_008463.1,RefSeq,gene,1311170,1311604,.,+,.,gene-PA14_RS06185,PA14_RS06185,Gene,NA,protein_coding,PA14_RS06185,PA14_15480
NC_008463.1,RefSeq,gene,1312074,1312361,.,+,.,gene-PA14_RS06190,PA14_RS06190,Gene,NA,protein_coding,PA14_RS06190,PA14_15500
NC_008463.1,RefSeq,gene,1312655,1313026,.,+,.,gene-PA14_RS06195,traJ,Gene,traJ,protein_coding,PA14_RS06195,PA14_15510
NC_008463.1,RefSeq,gene,1313291,1314076,.,+,.,gene-PA14_RS06200,trbJ,Gene,trbJ,protein_coding,PA14_RS06200,PA14_15520
NC_008463.1,RefSeq,gene,1314094,1314369,.,+,.,gene-PA14_RS06205,trbK,Gene,trbK,protein_coding,PA14_RS06205,PA14_15530
NC_008463.1,RefSeq,gene,1314366,1315988,.,+,.,gene-PA14_RS06210,trbL,Gene,trbL,protein_coding,PA14_RS06210,PA14_15540
NC_008463.1,RefSeq,gene,1316504,1316842,.,-,.,gene-PA14_RS06220,PA14_RS06220,Gene,NA,protein_coding,PA14_RS06220,PA14_15560
NC_008463.1,RefSeq,gene,1317148,1317348,.,+,.,gene-PA14_RS06225,PA14_RS06225,Gene,NA,protein_coding,PA14_RS06225,PA14_15570
NC_008463.1,RefSeq,gene,1317407,1320187,.,+,.,gene-PA14_RS06230,PA14_RS06230,Gene,NA,protein_coding,PA14_RS06230,PA14_15580
NC_008463.1,RefSeq,gene,1321278,1323335,.,+,.,gene-PA14_RS06240,PA14_RS06240,Gene,NA,protein_coding,PA14_RS06240,PA14_15590
NC_008463.1,RefSeq,gene,1323328,1324512,.,+,.,gene-PA14_RS06245,PA14_RS06245,Gene,NA,protein_coding,PA14_RS06245,PA14_15600
NC_008463.1,RefSeq,gene,1324805,1327411,.,+,.,gene-PA14_RS06255,PA14_RS06255,Gene,NA,protein_coding,PA14_RS06255,PA14_15610
NC_008463.1,RefSeq,gene,1328012,1328974,.,+,.,gene-PA14_RS06260,PA14_RS06260,Gene,NA,protein_coding,PA14_RS06260,PA14_15620
NC_008463.1,RefSeq,gene,1329045,1330193,.,+,.,gene-PA14_RS31205,PA14_RS31205,Gene,NA,protein_coding,PA14_RS31205,PA14_15630
NC_008463.1,RefSeq,gene,1330245,1331159,.,-,.,gene-PA14_RS06270,PA14_RS06270,Gene,NA,protein_coding,PA14_RS06270,PA14_15650
NC_008463.1,RefSeq,gene,1331350,1332345,.,+,.,gene-PA14_RS06275,PA14_RS06275,Gene,NA,protein_coding,PA14_RS06275,PA14_15660
NC_008463.1,RefSeq,gene,1332509,1333900,.,+,.,gene-PA14_RS06280,PA14_RS06280,Gene,NA,protein_coding,PA14_RS06280,PA14_15670
NC_008463.1,RefSeq,gene,1333891,1334439,.,+,.,gene-PA14_RS06285,tadA,Gene,tadA,protein_coding,PA14_RS06285,PA14_15680
NC_008463.1,RefSeq,gene,1334828,1336084,.,+,.,gene-PA14_RS06290,PA14_RS06290,Gene,NA,protein_coding,PA14_RS06290,PA14_15700
NC_008463.1,RefSeq,gene,1336210,1336794,.,+,.,gene-PA14_RS06295,PA14_RS06295,Gene,NA,protein_coding,PA14_RS06295,PA14_15710
NC_008463.1,RefSeq,gene,1336808,1338277,.,-,.,gene-PA14_RS06300,mltF,Gene,mltF,protein_coding,PA14_RS06300,PA14_15720
NC_008463.1,RefSeq,gene,1338564,1342460,.,+,.,gene-PA14_RS06305,purL,Gene,purL,protein_coding,PA14_RS06305,PA14_15740
NC_008463.1,RefSeq,gene,1342467,1342745,.,+,.,gene-PA14_RS30160,PA14_RS30160,Gene,NA,protein_coding,PA14_RS30160,PA14_15750
NC_008463.1,RefSeq,gene,1342925,1343242,.,+,.,gene-PA14_RS06310,PA14_RS06310,Gene,NA,protein_coding,PA14_RS06310,PA14_15770
NC_008463.1,RefSeq,gene,1343444,1345156,.,-,.,gene-PA14_RS06315,nagE,Gene,nagE,protein_coding,PA14_RS06315,PA14_15780
NC_008463.1,RefSeq,gene,1345181,1347709,.,-,.,gene-PA14_RS06320,ptsP,Gene,ptsP,protein_coding,PA14_RS06320,PA14_15790
NC_008463.1,RefSeq,gene,1347726,1348748,.,-,.,gene-PA14_RS06325,PA14_RS06325,Gene,NA,protein_coding,PA14_RS06325,PA14_15810
NC_008463.1,RefSeq,gene,1348745,1349836,.,-,.,gene-PA14_RS06330,nagA,Gene,nagA,protein_coding,PA14_RS06330,PA14_15820
NC_008463.1,RefSeq,gene,1349853,1350596,.,-,.,gene-PA14_RS06335,PA14_RS06335,Gene,NA,protein_coding,PA14_RS06335,PA14_15830
NC_008463.1,RefSeq,gene,1350839,1351339,.,-,.,gene-PA14_RS06340,PA14_RS06340,Gene,NA,protein_coding,PA14_RS06340,PA14_15840
NC_008463.1,RefSeq,gene,1351402,1351956,.,-,.,gene-PA14_RS06345,PA14_RS06345,Gene,NA,protein_coding,PA14_RS06345,PA14_15850
NC_008463.1,RefSeq,gene,1352097,1352708,.,+,.,gene-PA14_RS06350,PA14_RS06350,Gene,NA,protein_coding,PA14_RS06350,PA14_15860
NC_008463.1,RefSeq,gene,1352746,1353270,.,+,.,gene-PA14_RS06355,PA14_RS06355,Gene,NA,protein_coding,PA14_RS06355,PA14_15870
NC_008463.1,RefSeq,gene,1353267,1353461,.,+,.,gene-PA14_RS06360,PA14_RS06360,Gene,NA,protein_coding,PA14_RS06360,PA14_15880
NC_008463.1,RefSeq,gene,1353499,1354680,.,+,.,gene-PA14_RS06365,purT,Gene,purT,protein_coding,PA14_RS06365,PA14_15890
NC_008463.1,RefSeq,gene,1354682,1355431,.,+,.,gene-PA14_RS06370,PA14_RS06370,Gene,NA,protein_coding,PA14_RS06370,PA14_15910
NC_008463.1,RefSeq,gene,1355439,1356752,.,-,.,gene-PA14_RS06375,PA14_RS06375,Gene,NA,protein_coding,PA14_RS06375,PA14_15920
NC_008463.1,RefSeq,gene,1357056,1358348,.,-,.,gene-PA14_RS06380,PA14_RS06380,Gene,NA,protein_coding,PA14_RS06380,PA14_15930
NC_008463.1,RefSeq,gene,1358361,1359161,.,-,.,gene-PA14_RS06385,PA14_RS06385,Gene,NA,protein_coding,PA14_RS06385,PA14_15940
NC_008463.1,RefSeq,gene,1359462,1360835,.,+,.,gene-PA14_RS06390,ffh,Gene,ffh,protein_coding,PA14_RS06390,PA14_15960
NC_008463.1,RefSeq,gene,1361045,1361296,.,+,.,gene-PA14_RS06395,rpsP,Gene,rpsP,protein_coding,PA14_RS06395,PA14_15970
NC_008463.1,RefSeq,gene,1361312,1361839,.,+,.,gene-PA14_RS06400,rimM,Gene,rimM,protein_coding,PA14_RS06400,PA14_15980
NC_008463.1,RefSeq,gene,1361846,1362604,.,+,.,gene-PA14_RS06405,trmD,Gene,trmD,protein_coding,PA14_RS06405,PA14_15990
NC_008463.1,RefSeq,gene,1362646,1362996,.,+,.,gene-PA14_RS06410,rplS,Gene,rplS,protein_coding,PA14_RS06410,PA14_16000
NC_008463.1,RefSeq,gene,1363148,1363573,.,+,.,gene-PA14_RS06415,PA14_RS06415,Gene,NA,protein_coding,PA14_RS06415,PA14_16010
